Ticker,Mean Return,Volatility,Sharpe Ratio,Max Drawdown,30 Day Return,90 Day Return,Correlation with SPY,Cluster
IMUX,0.165247339569205,1.1993678707272737,0.1377786945960143,-0.999175178803536,-0.0566037226588981,-0.3421052549024036,0.1840701356766448,Cluster 1
INOD,0.544725014078302,0.782116528312176,0.6964755178538805,-0.7444146557333597,0.0753741621160182,1.2152466434834004,0.1884553794520002,Cluster 1
INTU,0.2510345856964778,0.3138713988050287,0.7998007676144331,-0.4901005400100851,-0.0863099325289222,-0.0537160443032032,0.7477299782581613,Cluster 2
INTZ,0.6548936855536827,1.7586883525618235,0.3723761999104165,-0.9993628318330884,3.5970146969926797,1.351145082625691,0.0224434898612207,Cluster 5
IRDM,0.204946028019599,0.4288433014602607,0.4779042305703138,-0.6288658356222522,0.029852018390287,0.1086043866799437,0.4805264538043939,Cluster 4
ITRI,0.1846406828288271,0.4212955089157516,0.43826881350817,-0.6526473130782448,-0.0550043482236227,0.0837408841721021,0.5322455034488699,Cluster 4
JOYY,0.132391081933964,0.5811788346618155,0.2277974937112112,-0.8351571501729347,0.1415712033713441,0.2236840842500862,0.3300288715254364,Cluster 1
KBWB,0.1212139693159161,0.2902239601984475,0.4176566580961587,-0.5026956980282,-0.0512420458815928,0.1593130149205195,0.7440325470825675,Cluster 2
KDP,0.1501620617569533,0.2277202597591439,0.6594145901457226,-0.3687253474296025,0.0145292233470046,-0.0939708197365462,0.3864530483941291,Cluster 2
KNDI,0.0505070298953029,0.8239861921930103,0.061295966332737,-0.9397186900360516,-0.0399999618530273,-0.3142856870378766,0.2286621021087728,Cluster 1
KOPN,0.2272603242515676,0.8117908097348093,0.2799493681454802,-0.9557522120003872,0.6385542670499269,0.3465346803432378,0.3340558035604617,Cluster 1
LECO,0.1540314945908432,0.2661221738906206,0.5787999261352496,-0.3888549031936833,-0.0867545131925953,-0.0332456889919572,0.6642628384713511,Cluster 2
LFUS,0.1537628189238169,0.3281234130196063,0.468612762218919,-0.5417530274016341,-0.0196802833774314,-0.1222412845296747,0.6465583328965678,Cluster 2
LGIH,0.3060701622650945,0.4980143471814264,0.6145810135738786,-0.6380381158150257,-0.1420345091729196,-0.1613508179591369,0.4980880385367927,Cluster 2
LIND,0.1978473385252007,0.6000444578148993,0.329721133073497,-0.8315789448587521,-0.0960366036488074,0.335585529710767,0.4426208963033941,Cluster 4
LKFN,0.1590292698036959,0.3067006233370941,0.5185162914680714,-0.4734740277125422,-0.0609123440144283,0.1035470128525721,0.4907898689696517,Cluster 2
LPLA,0.2939611185852545,0.3953459460288729,0.7435541493165733,-0.6529405948462006,0.0397746976966999,0.4902268188281471,0.5456097236126024,Cluster 4
LQDT,0.2853918094541665,0.549023571344088,0.5198170431107114,-0.7277580066645202,0.2967872052294138,0.4969866190251,0.2883334962047003,Cluster 1
LRCX,0.3217791287628558,0.4144443183947606,0.7764110025906046,-0.563931353836632,0.0342870842666473,-0.1304243443606046,0.6978803447760608,Cluster 2
LRMR,-0.0002040804927569,0.9211814548893358,-0.0002215421203648,-0.9975165564067195,-0.4215246857311721,-0.4980544920348404,0.1555373479043147,Cluster 1
MAR,0.190733507466331,0.3258212189102184,0.5853931432221685,-0.6126369500223884,0.0028288375148366,0.2474059452802917,0.6076829908987299,Cluster 4
MCHP,0.1836803963575844,0.3742835053962314,0.4907520468024178,-0.4968349131427245,-0.0813707741624726,-0.2761966484372002,0.7165132682741837,Cluster 2
MDGL,0.5862324174712431,1.228152996790906,0.4773284916480562,-0.9372937302781416,0.0692702948301899,0.2408316567972543,0.1449644921860062,Cluster 1
MESO,0.3625119367940275,0.9650147906561932,0.3756542804359772,-0.9565875801368072,0.9721114852879114,2.079315671175757,0.2463159649714466,Cluster 5
MFIC,0.114178964097293,0.3045211852718965,0.3749458810077419,-0.6777337214016574,0.0084634154632672,0.0414152541444108,0.5198847067913138,Cluster 4
MFIN,0.2067144057953592,0.604146086237839,0.3421596373860813,-0.861314488590858,-0.0146902516453669,0.2255106753324716,0.3296221956879013,Cluster 1
MGEE,0.1313641941968754,0.2749182550659654,0.4778300159272987,-0.339114363689894,-0.100082542411372,0.1067363727010857,0.4605313818449025,Cluster 2
MGNX,0.245147465432995,1.1285416678373412,0.2172250014505699,-0.9429513164719966,-0.0896358373183853,-0.0240240016633455,0.2073512652917066,Cluster 1
MITK,0.2417747066201351,0.4823876155536422,0.5012042159138919,-0.6504559291914026,0.2519684684602536,0.176532776909065,0.3278122787893931,Cluster 4
MPAA,-0.010752303862285,0.5086479144576126,-0.0211389913467955,-0.8906832274442873,0.0826210719774824,0.1692307545588567,0.3656488231563131,Cluster 1
MSTR,0.525276080147722,0.6903016489985553,0.7609370206630077,-0.8926657953683135,-0.1498018485061347,1.1644122292907633,0.395048102958755,Cluster 1
MVIS,0.5100223558044201,1.1117922581933593,0.4587388984280179,-0.9693645996209108,0.4719100717251501,0.4719100717251501,0.2180439573441953,Cluster 1
NBTB,0.1350110066537549,0.2944016368087743,0.4585946196401414,-0.3788284200665757,-0.0238285043221767,0.0420156864622645,0.5311537304516829,Cluster 2
NCMI,0.0444156342881515,0.8006281071887952,0.0554759867775638,-0.9884295093057244,0.0015081816959312,-0.0320699966375433,0.26037738917863,Cluster 1
NEO,0.2886460887796759,0.5480926006303433,0.5266374485765973,-0.8922845742449459,0.095744653193861,0.0172838744512546,0.4163441316627815,Cluster 4
NEOG,0.0236219606942797,0.3593754340861474,0.0657305938408054,-0.7767663149636997,-0.1684931488953382,-0.2436136498193306,0.5042593044731275,Cluster 4
NFLX,0.3855779971665211,0.4363089318449947,0.8837270315233965,-0.759473182516135,0.0817515383836879,0.2937180528257139,0.4785787226732626,Cluster 4
NTCT,0.0077453431470792,0.3423171863240725,0.0226262176031871,-0.6083869594399587,-0.0091491654782819,0.0581338824609176,0.509530654304488,Cluster 4
NTGR,0.1108333662466515,0.4200020707808722,0.2638876661740952,-0.78375356263483,0.1540373200606086,0.7922829901853727,0.389284796563628,Cluster 1
NVAX,0.43021130602315,1.1490089899952358,0.3744194429888088,-0.988247428885876,0.0983606247687063,-0.327759202658104,0.2132148900795542,Cluster 1
NWSA,0.1143572300693024,0.299699860204183,0.3815725172223697,-0.5062720543504615,-0.0377357765689062,-0.0070116953166569,0.6221711789862048,Cluster 2
OCFC,0.0954502006580265,0.3280665482715572,0.2909476786368891,-0.5900743998765802,-0.1166423590717915,0.1011498295312476,0.4815229192087683,Cluster 4
OCUL,0.2491483811158272,0.8356051626404849,0.2981652008091076,-0.9519297457429804,-0.0676855781536115,-0.044742688736583,0.277493899781589,Cluster 1
OMER,0.3495560503002918,0.9724014182433148,0.3594771086736791,-0.9595354057210598,0.4637037206579137,1.3980583468147856,0.2265563491294011,Cluster 1
ORLY,0.2181261812556052,0.2658024628738835,0.8206326566624048,-0.4200360004693222,-0.0227219031125321,0.0515486976455923,0.5096761229210868,Cluster 2
ORMP,0.2615820541674856,0.7890891049666379,0.3314987528291181,-0.9425210065496984,0.0852017854935187,-0.0202429292323214,0.192953550274837,Cluster 1
OSBC,0.1919497533959624,0.3491358361781383,0.5497853084838434,-0.6007261880535072,-0.0368361964367152,0.1180911612210424,0.4755746354996752,Cluster 4
OTLK,0.0597756908573354,1.1975181814717972,0.0499163117372203,-0.9983971402604604,-0.650646942883192,-0.7364016784401772,0.1120488242660936,Cluster 1
PAHC,0.0714312620863667,0.4196936077877547,0.1701985943099962,-0.7961575155185096,-0.137091816560673,0.1170423874919486,0.3790163929854978,Cluster 1
PANW,0.2960903734116511,0.3858853866137976,0.767301337865859,-0.4798336493838784,-0.0596382081970687,0.0413185360749319,0.4787716785434482,Cluster 2
PCTY,0.3002558742678886,0.4347168482850214,0.690692977399915,-0.5687653111904635,0.0084938975256443,0.3031292328758055,0.5544518768629632,Cluster 2
PDBC,0.0444482919243351,0.1798224652057376,0.2471787486256579,-0.4079507163598151,0.0302246661051959,0.0286637220905967,0.3184789923010391,Cluster 4
