Ticker,Mean Return,Volatility,Sharpe Ratio,Max Drawdown,30 Day Return,90 Day Return,Correlation with SPY
IGSB,0.02234185450914345,0.0338694318493827,0.6596465688735977,-0.1337615816295742,0.004912448054912311,0.008542086504622404,0.2630637473921177
III,0.09708675983839422,0.4522192852838185,0.2146895610112279,-0.6971962959811696,0.008963192856579427,0.03876737920064266,0.41516496899471816
IMUX,0.165247339569205,1.1993678707272735,0.13777869459601433,-0.9991751788035361,-0.056603722658898126,-0.3421052549024036,0.18407013567664482
INOD,0.544725014078302,0.782116528312176,0.6964755178538805,-0.7444146557333597,0.07537416211601822,1.2152466434834004,0.18845537945200022
INTU,0.25103458569647785,0.31387139880502873,0.7998007676144331,-0.49010054001008513,-0.08630993252892227,-0.0537160443032032,0.7477299782581613
INTZ,0.6548936855536827,1.7586883525618235,0.3723761999104165,-0.9993628318330883,3.5970146969926793,1.351145082625691,0.022443489861220765
IRDM,0.20494602801959902,0.4288433014602607,0.47790423057031384,-0.6288658356222522,0.02985201839028706,0.10860438667994377,0.48052645380439396
ITRI,0.18464068282882712,0.4212955089157516,0.43826881350817,-0.6526473130782448,-0.05500434822362277,0.08374088417210213,0.5322455034488699
JOYY,0.132391081933964,0.5811788346618155,0.22779749371121127,-0.8351571501729347,0.1415712033713441,0.22368408425008623,0.3300288715254364
KBWB,0.12121396931591619,0.29022396019844754,0.41765665809615876,-0.5026956980282,-0.05124204588159287,0.15931301492051952,0.7440325470825675
KDP,0.15016206175695337,0.22772025975914392,0.6594145901457226,-0.36872534742960256,0.014529223347004683,-0.0939708197365462,0.3864530483941291
KNDI,0.05050702989530297,0.8239861921930103,0.06129596633273707,-0.9397186900360517,-0.039999961853027344,-0.3142856870378766,0.2286621021087728
KOPN,0.2272603242515676,0.8117908097348093,0.2799493681454802,-0.9557522120003872,0.6385542670499269,0.34653468034323787,0.3340558035604617
LECO,0.15403149459084328,0.26612217389062065,0.5787999261352496,-0.3888549031936833,-0.0867545131925953,-0.033245688991957234,0.6642628384713511
LFUS,0.15376281892381694,0.3281234130196063,0.46861276221891907,-0.5417530274016341,-0.01968028337743144,-0.12224128452967475,0.6465583328965678
LGIH,0.30607016226509454,0.49801434718142645,0.6145810135738786,-0.6380381158150257,-0.1420345091729196,-0.16135081795913697,0.4980880385367927
LIND,0.19784733852520078,0.6000444578148993,0.329721133073497,-0.8315789448587521,-0.0960366036488074,0.33558552971076705,0.44262089630339413
LKFN,0.1590292698036959,0.30670062333709414,0.5185162914680714,-0.4734740277125422,-0.060912344014428355,0.10354701285257217,0.49078986896965177
LPLA,0.2939611185852545,0.3953459460288729,0.7435541493165733,-0.6529405948462006,0.039774697696699945,0.4902268188281471,0.5456097236126024
LQDT,0.28539180945416653,0.549023571344088,0.5198170431107114,-0.7277580066645202,0.2967872052294138,0.4969866190251,0.28833349620470033
